ProductID;Date;Zip;Units;Revenue;Country
1975;2/15/1999;10365          ;1;52.5;Germany
1081;2/15/1999;10365          ;1;225.7;Germany
964;3/15/1999;10365          ;1;346.4;Germany
2056;3/15/1999;10365          ;1;320.2;Germany
533;6/7/2002;10365          ;1;524.7;Germany
683;1/15/1999;10365          ;1;788;Germany
396;2/15/1999;10365          ;1;857.1;Germany
499;2/15/1999;10367          ;1;851.5;Germany
676;3/15/1999;10367          ;1;801.9;Germany
1017;6/8/2002;10367          ;1;262.4;Germany
2407;2/15/1999;10367          ;1;73.5;Germany
396;2/15/1999;10367          ;1;857.1;Germany
574;5/31/2002;40591          ;1;869.1;Germany
725;5/31/2002;40591          ;1;120.7;Germany
1116;2/15/1999;40591          ;1;251.9;Germany
396;2/15/1999;40591          ;1;857.1;Germany
475;4/12/2003;10407          ;1;1037.4;Germany
2375;4/13/2003;10407          ;1;698.2;Germany
1911;3/15/1999;10407          ;1;244.1;Germany
2094;3/15/1999;10407          ;1;433.1;Germany
906;5/31/2002;10407          ;1;419.9;Germany
691;6/3/2002;10407          ;1;351.5;Germany
475;2/15/1999;10407          ;1;970.2;Germany
2287;2/15/1999;10407          ;1;840;Germany
513;2/15/1999;10407          ;1;451.4;Germany
580;2/15/1999;10407          ;1;734.7;Germany
739;5/31/2002;41470          ;1;173.2;Germany
826;5/31/2002;10409          ;1;945;Germany
609;6/8/2002;10409          ;1;829.2;Germany
580;2/15/1999;10409          ;1;734.7;Germany
475;6/3/2002;10409          ;1;1007.2;Germany
767;5/31/2002;41169          ;1;105;Germany
981;6/6/2002;41169          ;1;157.4;Germany
475;2/15/1999;10435          ;1;970.2;Germany
910;3/15/1999;10435          ;2;829.4;Germany
559;4/11/2003;10435          ;1;643.4;Germany
491;1/15/1999;10435          ;1;815.3;Germany
758;5/31/2002;10435          ;1;84;Germany
967;5/31/2002;10435          ;1;672;Germany
1157;3/15/1999;10435          ;1;377.9;Germany
645;3/15/1999;10435          ;2;1493.1;Germany
475;6/7/2002;10435          ;1;1007.2;Germany
475;1/15/1999;10435          ;1;970.2;Germany
862;4/10/2003;10435          ;2;608.9;Germany
488;4/11/2003;10435          ;1;1098.6;Germany
785;5/31/2002;10435          ;1;68.2;Germany
499;2/15/1999;10435          ;2;1692.6;Germany
604;2/15/1999;10435          ;1;461.7;Germany
826;5/31/2002;40233          ;1;945;Germany
396;1/15/1999;10551          ;1;857.1;Germany
1903;6/5/2002;10551          ;1;766.5;Germany
1006;5/31/2002;41065          ;1;89.2;Germany
2400;6/5/2002;41065          ;1;94.5;Germany
606;6/5/2002;41065          ;1;323.1;Germany
475;2/15/1999;41065          ;1;970.2;Germany
606;2/15/1999;10553          ;1;314.7;Germany
2046;5/31/2002;22041          ;1;433.1;Germany
2071;5/31/2002;22417          ;1;346.4;Germany
2074;5/31/2002;22417          ;1;335.9;Germany
599;2/15/1999;22417          ;1;753.6;Germany
2331;5/31/2002;10557          ;1;540.7;Germany
1000;6/8/2002;10557          ;1;89.2;Germany
426;6/10/2002;10557          ;1;843.1;Germany
94;6/10/2002;10557          ;1;892;Germany
1204;3/15/1999;10559          ;1;419.9;Germany
2353;5/31/2002;40597          ;1;414.7;Germany
604;6/7/2002;40597          ;1;480.6;Germany
604;2/15/1999;40597          ;1;461.7;Germany
2074;5/31/2002;40597          ;1;335.9;Germany
663;2/15/1999;40597          ;1;765.5;Germany
533;6/1/2002;10585          ;1;524.7;Germany
596;6/3/2002;10585          ;1;776.7;Germany
396;3/15/1999;10585          ;1;857.1;Germany
658;1/15/1999;10585          ;1;902.7;Germany
1203;3/15/1999;10585          ;1;314.9;Germany
922;3/15/1999;10585          ;1;472.4;Germany
433;6/3/2002;10585          ;1;851.5;Germany
671;6/5/2002;10585          ;1;892.2;Germany
671;6/11/2003;10585          ;1;944.7;Germany
2373;5/31/2002;41464          ;1;588;Germany
491;3/15/1999;10587          ;1;815.3;Germany
596;1/15/1999;10587          ;1;746.5;Germany
396;2/15/1999;10587          ;1;857.1;Germany
599;2/15/1999;10587          ;1;753.6;Germany
488;6/4/2002;10587          ;1;1007.2;Germany
133;6/5/2002;10587          ;1;640;Germany
604;2/15/1999;10587          ;1;461.7;Germany
499;2/15/1999;10587          ;1;846.3;Germany
573;5/31/2002;40212          ;1;299;Germany
530;2/15/1999;40212          ;1;619.5;Germany
725;5/31/2002;22305          ;1;120.7;Germany
1383;6/5/2002;22305          ;1;341.1;Germany
1384;6/5/2002;22305          ;1;341.1;Germany
638;4/9/2003;41063          ;1;1008.8;Germany
786;4/9/2003;40764          ;1;57.7;Germany
1191;4/11/2003;10627          ;1;267.7;Germany
1063;3/15/1999;10627          ;1;233.6;Germany
2373;2/15/1999;10627          ;1;551.2;Germany
609;2/15/1999;10627          ;1;778.8;Germany
2388;3/15/1999;10629          ;1;309.7;Germany
2234;3/15/1999;10629          ;1;65.6;Germany
910;4/10/2003;42369          ;1;430.4;Germany
606;6/5/2002;42369          ;1;323.1;Germany
604;2/15/1999;42369          ;1;461.7;Germany
2199;4/10/2003;22297          ;1;188.9;Germany
443;4/10/2003;22297          ;1;851.3;Germany
400;6/5/2002;22297          ;1;734.7;Germany
475;3/15/1999;10711          ;1;970.2;Germany
760;4/11/2003;10713          ;1;146.9;Germany
759;4/11/2003;10713          ;1;146.9;Germany
502;4/10/2003;22115          ;1;1105.9;Germany
599;2/15/1999;10715          ;1;753.6;Germany
669;4/10/2003;22087          ;1;1364.7;Germany
103;6/5/2002;22087          ;1;855.2;Germany
573;2/15/1999;22087          ;1;280.6;Germany
838;3/15/1999;10717          ;1;934.5;Germany
1227;3/15/1999;10717          ;1;314.9;Germany
551;4/12/2003;10717          ;1;922.2;Germany
396;1/15/1999;10717          ;1;857.1;Germany
604;6/7/2002;10717          ;1;480.6;Germany
2045;2/15/1999;10719          ;1;409.4;Germany
464;6/7/2002;10719          ;1;866.2;Germany
433;2/15/1999;10777          ;1;804.3;Germany
990;3/15/1999;10777          ;1;472.4;Germany
606;6/4/2002;10777          ;1;323.1;Germany
797;4/10/2003;22609          ;1;309.7;Germany
1066;2/15/1999;22609          ;1;296.6;Germany
727;1/15/1999;45143          ;1;63;Germany
2407;2/15/1999;45143          ;1;73.5;Germany
491;2/15/1999;45143          ;1;815.3;Germany
740;1/15/1999;41517          ;1;170.6;Germany
726;6/6/2002;41517          ;1;120.7;Germany
725;6/6/2002;41517          ;1;120.7;Germany
609;2/15/1999;10785          ;1;778.8;Germany
1066;1/15/1999;41749          ;1;296.6;Germany
2235;6/6/2002;41749          ;1;70.8;Germany
2234;6/6/2002;41749          ;1;70.8;Germany
396;4/12/2003;10787          ;1;913.8;Germany
683;2/15/1999;42389          ;1;788;Germany
530;3/15/1999;10789          ;1;619.5;Germany
1157;3/15/1999;10789          ;1;377.9;Germany
797;2/15/1999;21149          ;1;301.8;Germany
758;3/15/1999;10823          ;1;84;Germany
1948;3/15/1999;10823          ;1;293.9;Germany
1836;4/10/2003;10823          ;1;146.9;Germany
1014;5/31/2002;10823          ;1;86.6;Germany
663;2/15/1999;10823          ;1;765.5;Germany
330;2/15/1999;10823          ;1;577.2;Germany
467;6/5/2002;21073          ;1;900.6;Germany
396;2/15/1999;10827          ;1;857.1;Germany
513;3/15/1999;10829          ;1;451.4;Germany
2331;2/15/1999;10829          ;1;535.5;Germany
1191;3/15/1999;10967          ;1;257.2;Germany
2387;4/13/2003;10967          ;1;493.4;Germany
2253;5/31/2002;10967          ;1;136.4;Germany
2252;5/31/2002;10967          ;1;136.4;Germany
2145;6/5/2002;22559          ;1;383.2;Germany
687;6/7/2002;22559          ;1;456.5;Germany
2388;6/10/2002;12043          ;1;309.7;Germany
687;2/15/1999;12043          ;1;446;Germany
989;2/15/1999;12043          ;1;467.2;Germany
532;6/5/2002;45145          ;1;577.2;Germany
683;6/5/2002;45145          ;1;839.7;Germany
981;6/6/2002;45145          ;1;157.4;Germany
574;6/5/2002;22395          ;1;869.1;Germany
622;6/6/2002;22395          ;1;816.4;Germany
1478;2/15/1999;22395          ;1;317.5;Germany
609;6/5/2002;22045          ;1;829.2;Germany
647;6/5/2002;45147          ;1;900.6;Germany
676;6/5/2002;45147          ;1;837.4;Germany
2112;6/5/2002;22547          ;1;572.2;Germany
2053;5/31/2002;22547          ;1;325.4;Germany
396;2/15/1999;12101          ;1;857.1;Germany
797;2/15/1999;12101          ;1;301.8;Germany
642;4/11/2003;12101          ;1;903.8;Germany
2112;6/5/2002;41179          ;1;572.2;Germany
559;2/15/1999;12103          ;1;585.6;Germany
2270;5/31/2002;12103          ;1;314.9;Germany
687;3/15/1999;12103          ;1;446;Germany
2359;6/5/2002;42657          ;1;430.4;Germany
609;2/15/1999;12107          ;1;778.8;Germany
2400;6/5/2002;42651          ;1;94.5;Germany
573;2/15/1999;12109          ;1;280.6;Germany
992;5/31/2002;12157          ;1;278.2;Germany
785;6/6/2002;22527          ;1;68.2;Germany
786;6/6/2002;22527          ;1;68.2;Germany
786;6/7/2002;22527          ;1;68.2;Germany
475;2/15/1999;12159          ;1;970.2;Germany
500;4/12/2003;12159          ;1;892.2;Germany
2083;3/15/1999;12159          ;1;309.7;Germany
559;3/15/1999;12159          ;1;585.6;Germany
2074;2/15/1999;12159          ;1;328.1;Germany
1836;6/6/2002;22089          ;1;146.9;Germany
1182;1/15/1999;12163          ;1;157.4;Germany
727;1/15/1999;12165          ;1;63;Germany
726;4/10/2003;12165          ;1;110.2;Germany
761;4/10/2003;12165          ;1;173.2;Germany
512;6/6/2002;42107          ;1;230.7;Germany
396;2/15/1999;42107          ;1;857.1;Germany
2359;4/13/2003;12169          ;1;430.4;Germany
2396;6/6/2002;42115          ;1;89.2;Germany
467;6/6/2002;41516          ;1;900.6;Germany
580;2/15/1999;41516          ;1;734.7;Germany
573;2/15/1999;41516          ;1;280.6;Germany
967;4/11/2003;12207          ;1;698.2;Germany
726;5/31/2002;12207          ;1;115.5;Germany
989;3/15/1999;12207          ;1;451.4;Germany
2252;6/10/2002;12207          ;1;136.4;Germany
2253;6/10/2002;12207          ;1;136.4;Germany
910;3/15/1999;12207          ;1;414.7;Germany
2045;4/10/2003;12207          ;1;419.9;Germany
550;6/6/2002;22393          ;1;429.2;Germany
676;2/15/1999;22393          ;1;801.9;Germany
433;4/14/2003;12209          ;1;880.2;Germany
966;6/6/2002;40468          ;1;488.2;Germany
1948;3/15/1999;12247          ;1;296.6;Germany
1948;2/15/1999;12249          ;1;296.6;Germany
606;3/15/1999;12249          ;1;314.7;Germany
2016;5/31/2002;12249          ;1;304.4;Germany
671;6/7/2002;12249          ;1;892.2;Germany
550;4/11/2003;12249          ;1;433.4;Germany
631;2/15/1999;12277          ;1;346.2;Germany
2050;5/31/2002;12277          ;1;503.9;Germany
597;2/15/1999;12277          ;1;892.2;Germany
609;2/15/1999;12279          ;1;778.8;Germany
1948;3/15/1999;12279          ;1;296.6;Germany
1974;3/15/1999;12279          ;1;52.5;Germany
964;6/7/2002;12305          ;1;330.7;Germany
1131;3/15/1999;12305          ;1;419.9;Germany
681;6/6/2002;41366          ;1;682.2;Germany
475;6/8/2002;12307          ;1;1007.2;Germany
838;3/15/1999;12309          ;1;934.5;Germany
2016;3/15/1999;12351          ;1;299.2;Germany
2332;5/31/2002;12351          ;1;367.4;Germany
2094;3/15/1999;12351          ;1;433.1;Germany
475;3/15/1999;12351          ;1;970.2;Germany
606;6/3/2002;12351          ;1;317.9;Germany
1000;6/7/2002;22085          ;1;89.2;Germany
2056;2/15/1999;12353          ;1;325.4;Germany
2400;6/7/2002;42279          ;1;94.5;Germany
94;6/7/2002;40229          ;1;892;Germany
2284;3/15/1999;12357          ;1;293.9;Germany
725;3/15/1999;12357          ;1;115.5;Germany
472;4/14/2003;12357          ;1;961.3;Germany
1894;1/15/1999;12359          ;1;682.2;Germany
2371;3/15/1999;12359          ;1;551.2;Germany
976;6/7/2002;12359          ;1;314.9;Germany
1061;6/3/2002;12359          ;1;149.6;Germany
1062;6/3/2002;12359          ;1;149.6;Germany
195;2/15/1999;12359          ;1;750.2;Germany
491;2/15/1999;12359          ;1;815.3;Germany
609;2/15/1999;12435          ;1;778.8;Germany
1926;5/31/2002;12439          ;1;99.7;Germany
1960;1/15/1999;12439          ;1;97.1;Germany
1927;5/31/2002;12439          ;1;99.7;Germany
1053;1/15/1999;12439          ;1;251.9;Germany
1185;2/15/1999;22143          ;1;419.9;Germany
2275;6/11/2003;12489          ;1;330.7;Germany
550;6/10/2002;12526          ;1;429.2;Germany
2407;4/10/2003;12526          ;1;81.3;Germany
2287;2/15/1999;12527          ;1;840;Germany
609;3/15/1999;12589          ;1;778.8;Germany
687;2/15/1999;12619          ;1;446;Germany
609;2/15/1999;42283          ;1;778.8;Germany
631;2/15/1999;40880          ;2;692.5;Germany
768;2/15/1999;12627          ;1;105;Germany
1116;3/15/1999;12627          ;1;251.9;Germany
2045;3/15/1999;12627          ;1;409.4;Germany
2074;3/15/1999;12627          ;1;328.1;Germany
491;1/15/1999;12627          ;1;815.3;Germany
2277;5/31/2002;12627          ;1;262.4;Germany
816;6/7/2002;12627          ;1;330.7;Germany
1201;6/7/2002;12627          ;1;577.5;Germany
757;2/15/1999;12627          ;1;84;Germany
551;4/11/2003;12627          ;1;922.2;Germany
635;6/3/2002;12627          ;2;1716.2;Germany
770;2/15/1999;12629          ;1;257.2;Germany
1957;3/15/1999;12629          ;1;153.8;Germany
1916;5/31/2002;12629          ;1;286.1;Germany
770;5/31/2002;12629          ;1;262.4;Germany
609;1/15/1999;12629          ;1;778.8;Germany
396;2/15/1999;12629          ;1;857.1;Germany
676;6/4/2002;12629          ;1;837.4;Germany
491;2/15/1999;12629          ;1;815.3;Germany
606;2/15/1999;12629          ;1;314.7;Germany
609;2/15/1999;12629          ;1;778.8;Germany
952;6/11/2003;12629          ;1;262.4;Germany
676;2/15/1999;40723          ;1;801.9;Germany
676;2/15/1999;40883          ;1;801.9;Germany
758;2/15/1999;12681          ;1;84;Germany
2252;6/3/2002;12681          ;1;136.4;Germany
631;1/15/1999;12681          ;1;346.2;Germany
2252;5/31/2002;12681          ;1;136.4;Germany
681;3/15/1999;12681          ;1;629.7;Germany
757;2/15/1999;12681          ;1;84;Germany
2253;6/3/2002;12681          ;1;136.4;Germany
645;2/15/1999;12681          ;2;1493.1;Germany
769;2/15/1999;41239          ;1;257.2;Germany
770;2/15/1999;41239          ;1;257.2;Germany
797;2/15/1999;41352          ;1;301.8;Germany
1230;5/31/2002;42799          ;1;525;Germany
2400;5/31/2002;12687          ;1;94.5;Germany
1915;5/31/2002;47804          ;1;467.2;Germany
687;2/15/1999;47804          ;1;446;Germany
400;2/15/1999;47804          ;1;683.8;Germany
676;2/15/1999;47804          ;1;801.9;Germany
2400;5/31/2002;47804          ;1;94.5;Germany
396;5/31/2002;47804          ;1;892.2;Germany
1000;5/31/2002;47804          ;1;89.2;Germany
2331;3/15/1999;47804          ;1;535.5;Germany
604;2/15/1999;47804          ;1;461.7;Germany
2410;3/15/1999;12689          ;1;99.7;Germany
2252;5/31/2002;46485          ;1;136.4;Germany
989;3/15/1999;46485          ;1;467.2;Germany
609;3/15/1999;46485          ;1;778.8;Germany
631;1/15/1999;46485          ;1;346.2;Germany
596;6/7/2002;46485          ;1;776.7;Germany
597;2/15/1999;46485          ;1;892.2;Germany
2352;2/15/1999;46485          ;1;367.4;Germany
663;2/15/1999;46485          ;1;765.5;Germany
559;2/15/1999;13051          ;1;585.6;Germany
2262;5/31/2002;45359          ;1;299.2;Germany
683;2/15/1999;45359          ;1;788;Germany
1009;4/12/2003;45359          ;1;99.7;Germany
2263;5/31/2002;45359          ;1;299.2;Germany
2277;5/31/2002;45359          ;3;929.1;Germany
676;1/15/1999;45359          ;1;801.9;Germany
475;2/15/1999;45359          ;1;970.2;Germany
488;2/15/1999;45359          ;1;970.2;Germany
761;6/11/2003;45359          ;1;173.2;Germany
2280;5/31/2002;50767          ;1;170.6;Germany
606;2/15/1999;50767          ;1;314.7;Germany
609;2/15/1999;50767          ;1;778.8;Germany
676;2/15/1999;50767          ;1;801.9;Germany
2396;5/31/2002;50767          ;1;89.2;Germany
2047;3/15/1999;50767          ;1;377.9;Germany
2373;5/31/2002;50767          ;1;556.5;Germany
910;5/31/2002;50767          ;1;430.4;Germany
2359;5/31/2002;50767          ;1;430.4;Germany
609;3/15/1999;50767          ;1;778.8;Germany
2396;6/7/2002;50767          ;1;89.2;Germany
2235;5/31/2002;13059          ;1;70.8;Germany
2255;5/31/2002;13059          ;1;60.3;Germany
663;2/15/1999;47051          ;1;765.5;Germany
609;4/11/2003;47051          ;1;850.2;Germany
2352;3/15/1999;47051          ;1;388.4;Germany
488;3/15/1999;47051          ;1;970.2;Germany
1000;6/10/2003;47051          ;1;89.2;Germany
676;2/15/1999;52159          ;1;801.9;Germany
769;2/15/1999;52159          ;1;257.2;Germany
2064;3/15/1999;52159          ;1;488.2;Germany
396;1/15/1999;52159          ;1;857.1;Germany
826;5/31/2002;52159          ;1;945;Germany
981;6/7/2002;52159          ;1;157.4;Germany
2332;6/7/2002;52159          ;1;367.4;Germany
940;6/8/2002;52159          ;1;687.7;Germany
2282;1/15/1999;52159          ;1;304.4;Germany
609;2/15/1999;52159          ;1;778.8;Germany
551;4/10/2003;52159          ;1;922.2;Germany
1131;6/4/2002;52159          ;1;430.4;Germany
599;2/15/1999;52159          ;1;753.6;Germany
631;2/15/1999;52159          ;2;692.5;Germany
1990;2/15/1999;52159          ;1;257.2;Germany
770;2/15/1999;52159          ;1;257.2;Germany
2277;2/15/1999;52159          ;1;251.9;Germany
740;6/7/2002;13089          ;1;173.2;Germany
739;6/7/2002;13089          ;1;173.2;Germany
1065;6/3/2002;13089          ;1;304.4;Germany
1066;6/3/2002;13089          ;1;304.4;Germany
1086;6/4/2002;13089          ;1;84;Germany
1085;6/4/2002;13089          ;1;84;Germany
767;2/15/1999;46145          ;1;105;Germany
1045;3/15/1999;46145          ;1;207.3;Germany
768;2/15/1999;46145          ;1;105;Germany
826;4/11/2003;13129          ;1;918.7;Germany
676;1/15/1999;13129          ;1;801.9;Germany
1065;1/15/1999;13129          ;1;296.6;Germany
464;6/3/2002;13129          ;1;866.2;Germany
797;2/15/1999;46537          ;1;301.8;Germany
550;6/3/2002;46537          ;1;429.2;Germany
604;6/3/2002;46537          ;1;480.6;Germany
475;3/15/1999;46537          ;3;2910.6;Germany
1017;5/31/2002;46537          ;1;262.4;Germany
906;6/7/2002;46537          ;1;419.9;Germany
475;2/15/1999;46537          ;3;2910.6;Germany
687;2/15/1999;46537          ;1;446;Germany
443;2/15/1999;46537          ;1;790.9;Germany
604;2/15/1999;46537          ;1;461.7;Germany
663;2/15/1999;46537          ;1;765.5;Germany
989;2/15/1999;47877          ;1;451.4;Germany
1008;3/15/1999;47877          ;1;236.2;Germany
1008;2/15/1999;46483          ;1;236.2;Germany
599;2/15/1999;46483          ;3;2260.9;Germany
1949;2/15/1999;46483          ;2;593.1;Germany
676;3/15/1999;46483          ;1;801.9;Germany
2064;4/11/2003;46483          ;1;496.1;Germany
1202;6/3/2002;46483          ;1;619.5;Germany
604;4/14/2003;13159          ;1;494.8;Germany
2234;5/31/2002;13159          ;2;141.7;Germany
400;3/15/1999;13159          ;1;683.8;Germany
2352;6/7/2002;13159          ;1;367.4;Germany
396;2/15/1999;13159          ;1;857.1;Germany
550;2/15/1999;13159          ;1;404;Germany
609;2/15/1999;13159          ;1;778.8;Germany
1157;2/15/1999;47443          ;1;377.9;Germany
400;1/15/1999;47443          ;1;683.8;Germany
499;3/15/1999;47443          ;1;846.3;Germany
631;1/15/1999;47443          ;1;346.2;Germany
2083;2/15/1999;50999          ;1;309.7;Germany
475;2/15/1999;50999          ;1;970.2;Germany
910;3/15/1999;50999          ;2;829.4;Germany
1909;3/15/1999;50999          ;1;199.4;Germany
491;3/15/1999;50999          ;1;815.3;Germany
785;4/10/2003;50999          ;1;57.7;Germany
786;4/10/2003;50999          ;1;57.7;Germany
910;5/31/2002;50999          ;1;430.4;Germany
2400;6/3/2002;50999          ;1;94.5;Germany
609;2/15/1999;50999          ;1;778.8;Germany
2295;5/31/2002;13189          ;1;887.2;Germany
604;3/15/1999;13189          ;1;461.7;Germany
2235;1/15/1999;8650           ;1;65.6;Mexico 
837;2/15/1999;8650           ;1;840;Mexico 
491;2/15/1999;8650           ;1;815.3;Mexico 
426;5/31/2002;8650           ;1;843.1;Mexico 
400;6/6/2002;8650           ;1;734.7;Mexico 
1131;2/15/1999;8650           ;1;419.9;Mexico 
2277;3/15/1999;8650           ;1;251.9;Mexico 
491;3/15/1999;8650           ;1;815.3;Mexico 
467;6/8/2002;8650           ;1;900.6;Mexico 
565;4/12/2003;2000           ;1;890.7;Mexico 
604;4/12/2003;2000           ;1;494.8;Mexico 
940;3/15/1999;2000           ;1;687.7;Mexico 
2277;1/15/1999;8640           ;1;251.9;Mexico 
739;1/15/1999;2008           ;1;170.6;Mexico 
2188;1/15/1999;2008           ;1;233.6;Mexico 
1894;1/15/1999;2008           ;1;682.2;Mexico 
757;4/11/2003;2008           ;1;73.5;Mexico 
758;4/11/2003;2008           ;1;73.5;Mexico 
2373;3/15/1999;2008           ;1;551.2;Mexico 
606;1/15/1999;8830           ;1;314.7;Mexico 
2082;4/10/2003;8830           ;1;335.9;Mexico 
2284;2/15/1999;8830           ;1;293.9;Mexico 
2055;6/3/2002;2009           ;1;569.6;Mexico 
396;3/15/1999;2009           ;1;857.1;Mexico 
658;1/15/1999;9130           ;1;902.7;Mexico 
992;4/11/2003;9130           ;1;278.2;Mexico 
2282;1/15/1999;9130           ;1;304.4;Mexico 
2255;5/31/2002;9130           ;1;60.3;Mexico 
1182;2/15/1999;9130           ;1;157.4;Mexico 
2056;2/15/1999;9130           ;1;325.4;Mexico 
2254;5/31/2002;9130           ;1;60.3;Mexico 
671;6/3/2002;9130           ;1;892.2;Mexico 
687;1/15/1999;9160           ;1;446;Mexico 
599;2/15/1999;9160           ;1;753.6;Mexico 
1927;5/31/2002;9160           ;1;99.7;Mexico 
1926;5/31/2002;9160           ;1;99.7;Mexico 
2074;5/31/2002;9160           ;1;335.9;Mexico 
683;3/15/1999;2020           ;1;788;Mexico 
713;1/15/1999;7708           ;1;160.1;Mexico 
1116;2/15/1999;7708           ;1;251.9;Mexico 
725;1/15/1999;9410           ;1;115.5;Mexico 
2388;2/15/1999;9410           ;1;309.7;Mexico 
2045;2/15/1999;9410           ;1;409.4;Mexico 
2234;2/15/1999;9410           ;1;65.6;Mexico 
726;1/15/1999;9410           ;1;115.5;Mexico 
758;1/15/1999;9410           ;1;84;Mexico 
767;1/15/1999;9410           ;1;105;Mexico 
2235;2/15/1999;9410           ;1;65.6;Mexico 
726;1/15/1999;8730           ;1;115.5;Mexico 
728;2/15/1999;8730           ;1;63;Mexico 
725;1/15/1999;8730           ;1;115.5;Mexico 
727;2/15/1999;8730           ;1;63;Mexico 
433;1/15/1999;2060           ;1;804.3;Mexico 
728;1/15/1999;8010           ;1;63;Mexico 
1990;2/15/1999;8010           ;1;257.2;Mexico 
727;1/15/1999;8010           ;1;63;Mexico 
1116;1/15/1999;8010           ;1;251.9;Mexico 
2083;3/15/1999;8010           ;1;309.7;Mexico 
981;1/15/1999;2070           ;1;157.4;Mexico 
2235;1/15/1999;2070           ;1;65.6;Mexico 
740;1/15/1999;7740           ;1;170.6;Mexico 
739;1/15/1999;7740           ;1;170.6;Mexico 
2211;1/15/1999;7740           ;1;107.6;Mexico 
2234;1/15/1999;7740           ;1;65.6;Mexico 
609;2/15/1999;7740           ;1;778.8;Mexico 
2284;3/15/1999;7740           ;1;293.9;Mexico 
757;1/15/1999;7580           ;2;167.9;Mexico 
1173;2/15/1999;7580           ;1;525;Mexico 
491;2/15/1999;7580           ;2;1630.7;Mexico 
574;6/3/2002;7580           ;1;869.1;Mexico 
